"site";"date";"det";"time";"survey";"visit";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"x";"y";"id"
5164;2013-05-05;0;175;2220;1;4101;693;0.91;0;0;0.03;0;-0.43;406;1856;0;0;1.6;0.01;0;2517500;1157499;517;157;46.56;6.36;517500;157500;"517500_157500"
5164;2013-05-18;0;155;2223;2;4101;693;0.91;0;0;0.03;0;-0.43;406;1856;0;0;1.6;0.01;0;2517500;1157499;517;157;46.56;6.36;517500;157500;"517500_157500"
5164;2013-06-16;1;143;2224;3;4101;693;0.91;0;0;0.03;0;-0.43;406;1856;0;0;1.6;0.01;0;2517500;1157499;517;157;46.56;6.36;517500;157500;"517500_157500"
5165;2015-04-26;1;218;8360;1;3578;678;0.53;0.23;0;0.16;0;-0.03;3634;1163;0;0;3;0;200595;2519500;1159499;519;159;46.58;6.39;519500;159500;"519500_159500"
5165;2015-05-17;1;195;8397;2;3578;678;0.53;0.23;0;0.16;0;-0.03;3634;1163;0;0;3;0;200595;2519500;1159499;519;159;46.58;6.39;519500;159500;"519500_159500"
5165;2015-05-30;1;189;8440;3;3578;678;0.53;0.23;0;0.16;0;-0.03;3634;1163;0;0;3;0;200595;2519500;1159499;519;159;46.58;6.39;519500;159500;"519500_159500"
5166;2016-05-18;0;195;11683;1;168;1582;0;0.27;0;0.52;0;-0.49;0;0;0.01;0;12;0.2;0;2513500;1160499;513;160;46.59;6.31;513500;160500;"513500_160500"
5166;2016-06-06;0;225;12249;2;168;1582;0;0.27;0;0.52;0;-0.49;0;0;0.01;0;12;0.2;0;2513500;1160499;513;160;46.59;6.31;513500;160500;"513500_160500"
5166;2016-06-20;0;195;12459;3;168;1582;0;0.27;0;0.52;0;-0.49;0;0;0.01;0;12;0.2;0;2513500;1160499;513;160;46.59;6.31;513500;160500;"513500_160500"
5167;2014-04-26;1;195;4268;1;18206;1068;0;0.19;0;0.58;0.09;0.03;0;4345;0;571;10.5;0.05;7185;2515500;1168499;515;168;46.66;6.33;515500;168500;"515500_168500"
5167;2014-05-25;0;180;4976;2;18206;1068;0;0.19;0;0.58;0.09;0.03;0;4345;0;571;10.5;0.05;7185;2515500;1168499;515;168;46.66;6.33;515500;168500;"515500_168500"
5167;2014-06-06;0;195;4990;3;18206;1068;0;0.19;0;0.58;0.09;0.03;0;4345;0;571;10.5;0.05;7185;2515500;1168499;515;168;46.66;6.33;515500;168500;"515500_168500"
5168;2013-04-15;0;150;1037;1;65158;749;0.1;0.21;0;0.36;0;-0.47;0;9414;0;0;7.3;0.05;0;2518500;1161499;518;161;46.6;6.37;518500;161500;"518500_161500"
5168;2013-05-08;1;210;1038;2;65158;749;0.1;0.21;0;0.36;0;-0.47;0;9414;0;0;7.3;0.05;0;2518500;1161499;518;161;46.6;6.37;518500;161500;"518500_161500"
5168;2013-06-04;0;210;2682;3;65158;749;0.1;0.21;0;0.36;0;-0.47;0;9414;0;0;7.3;0.05;0;2518500;1161499;518;161;46.6;6.37;518500;161500;"518500_161500"
5169;2015-05-12;0;270;8473;1;2446;926;0;0.7;0;0.27;0;-0.37;1527;1335;0;0;13.2;0;0;2519500;1165499;519;165;46.64;6.39;519500;165500;"519500_165500"
5169;2015-05-29;0;270;8479;2;2446;926;0;0.7;0;0.27;0;-0.37;1527;1335;0;0;13.2;0;0;2519500;1165499;519;165;46.64;6.39;519500;165500;"519500_165500"
5169;2015-06-16;0;255;9535;3;2446;926;0;0.7;0;0.27;0;-0.37;1527;1335;0;0;13.2;0;0;2519500;1165499;519;165;46.64;6.39;519500;165500;"519500_165500"
5172;2015-05-11;0;196;9075;1;667;1106;0;0.88;0;0.08;0;0.15;856;1453;0;0;21.1;0.02;0;2515500;1171499;515;171;46.69;6.33;515500;171500;"515500_171500"
5172;2015-05-25;0;230;9085;2;667;1106;0;0.88;0;0.08;0;0.15;856;1453;0;0;21.1;0.02;0;2515500;1171499;515;171;46.69;6.33;515500;171500;"515500_171500"
5172;2015-06-06;0;205;9100;3;667;1106;0;0.88;0;0.08;0;0.15;856;1453;0;0;21.1;0.02;0;2515500;1171499;515;171;46.69;6.33;515500;171500;"515500_171500"
5174;2014-04-19;0;220;4039;1;35535;972;0;0.69;0;0.06;0;-0.79;0;4789;0.02;0;24.6;0.02;0;2518500;1174499;518;174;46.72;6.37;518500;174500;"518500_174500"
5174;2014-05-18;0;215;4388;2;35535;972;0;0.69;0;0.06;0;-0.79;0;4789;0.02;0;24.6;0.02;0;2518500;1174499;518;174;46.72;6.37;518500;174500;"518500_174500"
5174;2014-06-07;1;230;6324;3;35535;972;0;0.69;0;0.06;0;-0.79;0;4789;0.02;0;24.6;0.02;0;2518500;1174499;518;174;46.72;6.37;518500;174500;"518500_174500"
5175;2016-04-21;1;165;10945;1;10657;385;0.35;0.25;0;0.15;0.04;-0.49;1146;4526;0;411;2.1;0.01;0;2520500;1146499;520;146;46.47;6.4;520500;146500;"520500_146500"
5175;2016-05-17;1;195;11456;2;10657;385;0.35;0.25;0;0.15;0.04;-0.49;1146;4526;0;411;2.1;0.01;0;2520500;1146499;520;146;46.47;6.4;520500;146500;"520500_146500"
5175;2016-05-27;1;195;11789;3;10657;385;0.35;0.25;0;0.15;0.04;-0.49;1146;4526;0;411;2.1;0.01;0;2520500;1146499;520;146;46.47;6.4;520500;146500;"520500_146500"
5176;2014-04-18;1;215;4886;1;28315;458;0.05;0.14;0;0.19;0;-0.41;3034;5254;0;0;8.6;0.06;0;2520500;1149499;520;149;46.49;6.4;520500;149500;"520500_149500"
5176;2014-05-10;1;200;4891;2;28315;458;0.05;0.14;0;0.19;0;-0.41;3034;5254;0;0;8.6;0.06;0;2520500;1149499;520;149;46.49;6.4;520500;149500;"520500_149500"
5176;2014-06-01;1;200;4900;3;28315;458;0.05;0.14;0;0.19;0;-0.41;3034;5254;0;0;8.6;0.06;0;2520500;1149499;520;149;46.49;6.4;520500;149500;"520500_149500"
5177;2013-04-18;0;250;2239;1;1001;667;0.05;0.89;0;0.04;0;0.07;2227;1872;0;281;3.4;0;0;2520500;1158499;520;158;46.57;6.4;520500;158500;"520500_158500"
5177;2013-05-07;0;210;2240;2;1001;667;0.05;0.89;0;0.04;0;0.07;2227;1872;0;281;3.4;0;0;2520500;1158499;520;158;46.57;6.4;520500;158500;"520500_158500"
5177;2013-06-02;0;215;2241;3;1001;667;0.05;0.89;0;0.04;0;0.07;2227;1872;0;281;3.4;0;0;2520500;1158499;520;158;46.57;6.4;520500;158500;"520500_158500"
5178;2013-04-23;1;240;2242;1;32595;437;0.27;0.16;0;0.1;0;-0.36;1722;7283;0;0;7.3;0.02;0;2526500;1152499;526;152;46.52;6.48;526500;152500;"526500_152500"
5178;2013-05-13;1;160;2243;2;32595;437;0.27;0.16;0;0.1;0;-0.36;1722;7283;0;0;7.3;0.02;0;2526500;1152499;526;152;46.52;6.48;526500;152500;"526500_152500"
5178;2013-05-30;1;180;2244;3;32595;437;0.27;0.16;0;0.1;0;-0.36;1722;7283;0;0;7.3;0.02;0;2526500;1152499;526;152;46.52;6.48;526500;152500;"526500_152500"
5179;2015-04-23;1;155;9219;1;42686;538;0.56;0;0;0.12;0;-0.35;0;6667;0;64;3.7;0.01;0;2526500;1158499;526;158;46.57;6.48;526500;158500;"526500_158500"
5179;2015-05-08;1;145;9238;2;42686;538;0.56;0;0;0.12;0;-0.35;0;6667;0;64;3.7;0.01;0;2526500;1158499;526;158;46.57;6.48;526500;158500;"526500_158500"
5179;2015-05-25;1;145;9263;3;42686;538;0.56;0;0;0.12;0;-0.35;0;6667;0;64;3.7;0.01;0;2526500;1158499;526;158;46.57;6.48;526500;158500;"526500_158500"
5180;2013-04-24;1;158;1515;1;2140;665;0.36;0.38;0;0.12;0;0.03;2648;2624;0;0;1.3;0.03;20422;2520500;1160499;520;160;46.59;6.4;520500;160500;"520500_160500"
5180;2013-05-06;1;140;1516;2;2140;665;0.36;0.38;0;0.12;0;0.03;2648;2624;0;0;1.3;0.03;20422;2520500;1160499;520;160;46.59;6.4;520500;160500;"520500_160500"
5180;2013-06-03;1;135;1517;3;2140;665;0.36;0.38;0;0.12;0;0.03;2648;2624;0;0;1.3;0.03;20422;2520500;1160499;520;160;46.59;6.4;520500;160500;"520500_160500"
5181;2014-04-29;0;165;4773;1;15600;849;0.28;0.2;0;0.39;0;-0.59;0;4360;0;0;7.9;0.03;0;2522500;1168499;522;168;46.66;6.43;522500;168500;"522500_168500"
5181;2014-05-14;1;150;4783;2;15600;849;0.28;0.2;0;0.39;0;-0.59;0;4360;0;0;7.9;0.03;0;2522500;1168499;522;168;46.66;6.43;522500;168500;"522500_168500"
5181;2014-06-03;0;135;4792;3;15600;849;0.28;0.2;0;0.39;0;-0.59;0;4360;0;0;7.9;0.03;0;2522500;1168499;522;168;46.66;6.43;522500;168500;"522500_168500"
5182;2013-04-17;1;195;2789;1;285;580;0.88;0;0;0.07;0;0.14;425;1088;0;0;3.3;0.02;0;2525500;1161499;525;161;46.6;6.47;525500;161500;"525500_161500"
5182;2013-05-05;0;155;2792;2;285;580;0.88;0;0;0.07;0;0.14;425;1088;0;0;3.3;0.02;0;2525500;1161499;525;161;46.6;6.47;525500;161500;"525500_161500"
5182;2013-05-18;1;157;2793;3;285;580;0.88;0;0;0.07;0;0.14;425;1088;0;0;3.3;0.02;0;2525500;1161499;525;161;46.6;6.47;525500;161500;"525500_161500"
5183;2015-05-10;0;250;10162;1;2450;548;0.43;0.43;0;0.1;0;0.09;1670;1072;0;0;7.3;0.01;0;2527500;1166499;527;166;46.65;6.49;527500;166500;"527500_166500"
5183;2015-05-29;1;250;10168;2;2450;548;0.43;0.43;0;0.1;0;0.09;1670;1072;0;0;7.3;0.01;0;2527500;1166499;527;166;46.65;6.49;527500;166500;"527500_166500"
5183;2015-06-07;0;245;10179;3;2450;548;0.43;0.43;0;0.1;0;0.09;1670;1072;0;0;7.3;0.01;0;2527500;1166499;527;166;46.65;6.49;527500;166500;"527500_166500"
5184;2016-04-21;0;195;11890;1;1247;1288;0;0.39;0;0.49;0;-0.85;0;262;0;0;13.4;0.12;0;2523500;1178499;523;178;46.75;6.44;523500;178500;"523500_178500"
5184;2016-05-12;1;210;11891;2;1247;1288;0;0.39;0;0.49;0;-0.85;0;262;0;0;13.4;0.12;0;2523500;1178499;523;178;46.75;6.44;523500;178500;"523500_178500"
5184;2016-05-26;0;225;11897;3;1247;1288;0;0.39;0;0.49;0;-0.85;0;262;0;0;13.4;0.12;0;2523500;1178499;523;178;46.75;6.44;523500;178500;"523500_178500"
5185;2013-04-18;0;240;3482;1;22778;660;0.52;0.1;0;0.23;0;-0.17;0;6059;0;0;7.3;0.02;0;2527500;1178499;527;178;46.75;6.49;527500;178500;"527500_178500"
5185;2013-05-09;0;240;3483;2;22778;660;0.52;0.1;0;0.23;0;-0.17;0;6059;0;0;7.3;0.02;0;2527500;1178499;527;178;46.75;6.49;527500;178500;"527500_178500"
5185;2013-06-07;0;240;3484;3;22778;660;0.52;0.1;0;0.23;0;-0.17;0;6059;0;0;7.3;0.02;0;2527500;1178499;527;178;46.75;6.49;527500;178500;"527500_178500"
5185;2016-04-20;0;195;11888;4;22778;660;0.52;0.1;0;0.23;0;-0.17;0;6059;0;0;7.3;0.02;0;2527500;1178499;527;178;46.75;6.49;527500;178500;"527500_178500"
5185;2016-05-11;0;140;11894;5;22778;660;0.52;0.1;0;0.23;0;-0.17;0;6059;0;0;7.3;0.02;0;2527500;1178499;527;178;46.75;6.49;527500;178500;"527500_178500"
5185;2016-05-25;0;180;11898;6;22778;660;0.52;0.1;0;0.23;0;-0.17;0;6059;0;0;7.3;0.02;0;2527500;1178499;527;178;46.75;6.49;527500;178500;"527500_178500"
5187;2013-04-25;0;300;1524;1;79;1148;0;0.93;0;0.05;0;-0.52;0;2021;0;0;25.9;0.01;0;2528500;1183499;528;183;46.8;6.5;528500;183500;"528500_183500"
5187;2013-05-27;0;300;1525;2;79;1148;0;0.93;0;0.05;0;-0.52;0;2021;0;0;25.9;0.01;0;2528500;1183499;528;183;46.8;6.5;528500;183500;"528500_183500"
5187;2013-06-07;0;285;1534;3;79;1148;0;0.93;0;0.05;0;-0.52;0;2021;0;0;25.9;0.01;0;2528500;1183499;528;183;46.8;6.5;528500;183500;"528500_183500"
5188;2014-04-15;1;145;5477;1;0;611;0.82;0.13;0;0.01;0.01;0.07;132;1494;0;163;1.2;0;136271;2529500;1180499;529;180;46.77;6.52;529500;180500;"529500_180500"
5188;2014-05-08;1;150;5496;2;0;611;0.82;0.13;0;0.01;0.01;0.07;132;1494;0;163;1.2;0;136271;2529500;1180499;529;180;46.77;6.52;529500;180500;"529500_180500"
5188;2014-06-02;1;120;5514;3;0;611;0.82;0.13;0;0.01;0.01;0.07;132;1494;0;163;1.2;0;136271;2529500;1180499;529;180;46.77;6.52;529500;180500;"529500_180500"
5190;2013-05-02;1;220;845;1;11272;952;0;0.22;0;0.6;0;-0.07;652;3684;0;0;8.2;0.01;71263;2528500;1195499;528;195;46.91;6.5;528500;195500;"528500_195500"
5190;2013-05-16;0;175;910;2;11272;952;0;0.22;0;0.6;0;-0.07;652;3684;0;0;8.2;0.01;71263;2528500;1195499;528;195;46.91;6.5;528500;195500;"528500_195500"
5190;2013-06-15;0;245;1976;3;11272;952;0;0.22;0;0.6;0;-0.07;652;3684;0;0;8.2;0.01;71263;2528500;1195499;528;195;46.91;6.5;528500;195500;"528500_195500"
5195;2014-04-16;1;220;5036;1;1835;581;0.41;0.53;0;0.04;0;-0.5;1128;1981;0;0;5.2;0;0;2533500;1159499;533;159;46.58;6.57;533500;159500;"533500_159500"
5195;2014-05-06;1;198;5102;2;1835;581;0.41;0.53;0;0.04;0;-0.5;1128;1981;0;0;5.2;0;0;2533500;1159499;533;159;46.58;6.57;533500;159500;"533500_159500"
5195;2014-05-21;1;219;5170;3;1835;581;0.41;0.53;0;0.04;0;-0.5;1128;1981;0;0;5.2;0;0;2533500;1159499;533;159;46.58;6.57;533500;159500;"533500_159500"
5196;2013-04-28;1;210;1958;1;78750;574;0.24;0.24;0;0.04;0;-0.29;2304;8664;0;0;4.7;0.04;0;2535500;1157499;535;157;46.57;6.6;535500;157500;"535500_157500"
5196;2013-05-20;1;200;1959;2;78750;574;0.24;0.24;0;0.04;0;-0.29;2304;8664;0;0;4.7;0.04;0;2535500;1157499;535;157;46.57;6.6;535500;157500;"535500_157500"
5196;2013-06-16;1;170;1960;3;78750;574;0.24;0.24;0;0.04;0;-0.29;2304;8664;0;0;4.7;0.04;0;2535500;1157499;535;157;46.57;6.6;535500;157500;"535500_157500"
5197;2016-04-19;1;240;10967;1;180486;578;0;0.16;0;0.03;0;-0.42;1916;14470;0;0;11.9;0.06;0;2538500;1153499;538;153;46.53;6.64;538500;153500;"538500_153500"
5197;2016-05-10;0;265;11504;2;180486;578;0;0.16;0;0.03;0;-0.42;1916;14470;0;0;11.9;0.06;0;2538500;1153499;538;153;46.53;6.64;538500;153500;"538500_153500"
5197;2016-05-25;1;270;11933;3;180486;578;0;0.16;0;0.03;0;-0.42;1916;14470;0;0;11.9;0.06;0;2538500;1153499;538;153;46.53;6.64;538500;153500;"538500_153500"
5198;2014-04-17;1;150;6881;1;21526;433;0.16;0.39;0;0.28;0;0.07;3607;5082;0;113;7.2;0.05;0;2530500;1160499;530;160;46.59;6.53;530500;160500;"530500_160500"
5198;2014-05-10;1;145;6888;2;21526;433;0.16;0.39;0;0.28;0;0.07;3607;5082;0;113;7.2;0.05;0;2530500;1160499;530;160;46.59;6.53;530500;160500;"530500_160500"
5198;2014-05-25;1;155;6891;3;21526;433;0.16;0.39;0;0.28;0;0.07;3607;5082;0;113;7.2;0.05;0;2530500;1160499;530;160;46.59;6.53;530500;160500;"530500_160500"
5199;2013-05-12;1;210;2147;1;545;444;0.97;0.01;0;0.01;0;0.05;1251;0;0;0;0.8;0.01;0;2531500;1169499;531;169;46.67;6.54;531500;169500;"531500_169500"
5199;2013-06-15;1;190;2148;2;545;444;0.97;0.01;0;0.01;0;0.05;1251;0;0;0;0.8;0.01;0;2531500;1169499;531;169;46.67;6.54;531500;169500;"531500_169500"
5200;2014-04-20;1;233;5472;1;124827;622;0.27;0;0;0.16;0;0.56;670;12469;0;0;1.8;0;0;2538500;1165499;538;165;46.64;6.64;538500;165500;"538500_165500"
5200;2014-05-18;1;231;5495;2;124827;622;0.27;0;0;0.16;0;0.56;670;12469;0;0;1.8;0;0;2538500;1165499;538;165;46.64;6.64;538500;165500;"538500_165500"
5200;2014-06-13;1;205;5510;3;124827;622;0.27;0;0;0.16;0;0.56;670;12469;0;0;1.8;0;0;2538500;1165499;538;165;46.64;6.64;538500;165500;"538500_165500"
5201;2015-05-08;0;180;10161;1;353;441;0.87;0.05;0;0.01;0;0.27;2352;322;0;939;0.4;0.02;20419;2531500;1170499;531;170;46.68;6.54;531500;170500;"531500_170500"
5201;2015-05-18;0;167;10172;2;353;441;0.87;0.05;0;0.01;0;0.27;2352;322;0;939;0.4;0.02;20419;2531500;1170499;531;170;46.68;6.54;531500;170500;"531500_170500"
5201;2015-06-04;0;178;10177;3;353;441;0.87;0.05;0;0.01;0;0.27;2352;322;0;939;0.4;0.02;20419;2531500;1170499;531;170;46.68;6.54;531500;170500;"531500_170500"
5202;2013-04-29;0;215;3479;1;22484;442;0.75;0;0;0.09;0;-0.38;1066;6828;0;0;2.2;0;0;2534500;1179499;534;179;46.76;6.58;534500;179500;"534500_179500"
5202;2013-05-18;1;135;3480;2;22484;442;0.75;0;0;0.09;0;-0.38;1066;6828;0;0;2.2;0;0;2534500;1179499;534;179;46.76;6.58;534500;179500;"534500_179500"
5202;2013-06-06;0;165;3481;3;22484;442;0.75;0;0;0.09;0;-0.38;1066;6828;0;0;2.2;0;0;2534500;1179499;534;179;46.76;6.58;534500;179500;"534500_179500"
5203;2016-04-21;1;300;12898;1;35232;566;0.25;0.34;0;0.29;0;0.16;3782;3730;0;0;10.1;0;0;2538500;1174499;538;174;46.72;6.63;538500;174500;"538500_174500"
5203;2016-05-21;1;345;12907;2;35232;566;0.25;0.34;0;0.29;0;0.16;3782;3730;0;0;10.1;0;0;2538500;1174499;538;174;46.72;6.63;538500;174500;"538500_174500"
5203;2016-06-19;1;257;12910;3;35232;566;0.25;0.34;0;0.29;0;0.16;3782;3730;0;0;10.1;0;0;2538500;1174499;538;174;46.72;6.63;538500;174500;"538500_174500"
5204;2015-04-23;0;310;9158;1;459;1447;0;0.39;0;0.55;0;-0.71;0;1633;0;0;11.5;0.05;0;2531500;1188499;531;188;46.84;6.54;531500;188500;"531500_188500"
5204;2015-05-07;1;325;9159;2;459;1447;0;0.39;0;0.55;0;-0.71;0;1633;0;0;11.5;0.05;0;2531500;1188499;531;188;46.84;6.54;531500;188500;"531500_188500"
5204;2015-05-28;0;310;9160;3;459;1447;0;0.39;0;0.55;0;-0.71;0;1633;0;0;11.5;0.05;0;2531500;1188499;531;188;46.84;6.54;531500;188500;"531500_188500"
5205;2014-04-22;0;335;5271;1;12714;555;0.32;0.44;0;0.2;0;-0.14;1603;3864;0;0;9.6;0;1342;2535500;1186499;535;186;46.83;6.59;535500;186500;"535500_186500"
5205;2014-05-18;1;290;5297;2;12714;555;0.32;0.44;0;0.2;0;-0.14;1603;3864;0;0;9.6;0;1342;2535500;1186499;535;186;46.83;6.59;535500;186500;"535500_186500"
5205;2014-05-29;1;315;5326;3;12714;555;0.32;0.44;0;0.2;0;-0.14;1603;3864;0;0;9.6;0;1342;2535500;1186499;535;186;46.83;6.59;535500;186500;"535500_186500"
5206;2015-04-21;0;225;10140;1;14409;1054;0;0.49;0;0.3;0;-0.91;0;6889;0;0;20.3;0.06;0;2537500;1189499;537;189;46.85;6.62;537500;189500;"537500_189500"
5206;2015-05-07;0;275;10151;2;14409;1054;0;0.49;0;0.3;0;-0.91;0;6889;0;0;20.3;0.06;0;2537500;1189499;537;189;46.85;6.62;537500;189500;"537500_189500"
5206;2015-06-03;0;240;10158;3;14409;1054;0;0.49;0;0.3;0;-0.91;0;6889;0;0;20.3;0.06;0;2537500;1189499;537;189;46.85;6.62;537500;189500;"537500_189500"
5207;2013-05-27;0;240;2808;1;1551;1436;0;0.46;0;0.41;0;0.5;0;1220;0;0;12.3;0.13;0;2532500;1190499;532;190;46.86;6.55;532500;190500;"532500_190500"
5207;2013-06-13;0;285;2809;2;1551;1436;0;0.46;0;0.41;0;0.5;0;1220;0;0;12.3;0.13;0;2532500;1190499;532;190;46.86;6.55;532500;190500;"532500_190500"
5207;2013-07-01;0;240;2810;3;1551;1436;0;0.46;0;0.41;0;0.5;0;1220;0;0;12.3;0.13;0;2532500;1190499;532;190;46.86;6.55;532500;190500;"532500_190500"
5208;2015-04-22;0;195;8247;1;2853;1166;0.01;0.17;0;0.78;0;0;0;136;0;0;12;0.03;0;2536500;1199499;536;199;46.94;6.6;536500;199500;"536500_199500"
5208;2015-05-13;0;195;8262;2;2853;1166;0.01;0.17;0;0.78;0;0;0;136;0;0;12;0.03;0;2536500;1199499;536;199;46.94;6.6;536500;199500;"536500_199500"
5208;2015-05-28;0;225;8274;3;2853;1166;0.01;0.17;0;0.78;0;0;0;136;0;0;12;0.03;0;2536500;1199499;536;199;46.94;6.6;536500;199500;"536500_199500"
5209;2013-04-25;0;211;2440;1;2845;1083;0;0.23;0;0.61;0.09;0.61;41;2097;0;1237;7.4;0.05;10545;2533500;1201499;533;201;46.96;6.56;533500;201500;"533500_201500"
5209;2013-05-14;0;220;2441;2;2845;1083;0;0.23;0;0.61;0.09;0.61;41;2097;0;1237;7.4;0.05;10545;2533500;1201499;533;201;46.96;6.56;533500;201500;"533500_201500"
5209;2013-06-03;1;230;2442;3;2845;1083;0;0.23;0;0.61;0.09;0.61;41;2097;0;1237;7.4;0.05;10545;2533500;1201499;533;201;46.96;6.56;533500;201500;"533500_201500"
5212;2013-04-24;0;165;2449;1;3440;1052;0;0.01;0;0.82;0;-0.28;0;1157;0;0;2.7;0;8782;2538500;1204499;538;204;46.99;6.63;538500;204500;"538500_204500"
5212;2013-05-14;0;180;2450;2;3440;1052;0;0.01;0;0.82;0;-0.28;0;1157;0;0;2.7;0;8782;2538500;1204499;538;204;46.99;6.63;538500;204500;"538500_204500"
5212;2013-06-07;0;250;2451;3;3440;1052;0;0.01;0;0.82;0;-0.28;0;1157;0;0;2.7;0;8782;2538500;1204499;538;204;46.99;6.63;538500;204500;"538500_204500"
5214;2014-04-21;0;135;7313;1;49687;497;0;0;0;0.02;0;-0.83;3582;11652;0;0;14.9;0.01;0;2545500;1149499;545;149;46.49;6.73;545500;149500;"545500_149500"
5214;2014-05-29;1;150;7314;2;49687;497;0;0;0;0.02;0;-0.83;3582;11652;0;0;14.9;0.01;0;2545500;1149499;545;149;46.49;6.73;545500;149500;"545500_149500"
5214;2014-06-15;1;155;7315;3;49687;497;0;0;0;0.02;0;-0.83;3582;11652;0;0;14.9;0.01;0;2545500;1149499;545;149;46.49;6.73;545500;149500;"545500_149500"
5215;2015-04-26;1;170;13281;1;11903;460;0.02;0.03;0;0.05;0.4;-0.42;962;6313;0;1083;16;0.03;0;2547500;1148499;547;148;46.49;6.75;547500;148500;"547500_148500"
5215;2015-05-08;1;180;13282;2;11903;460;0.02;0.03;0;0.05;0.4;-0.42;962;6313;0;1083;16;0.03;0;2547500;1148499;547;148;46.49;6.75;547500;148500;"547500_148500"
5215;2015-06-05;1;180;13283;3;11903;460;0.02;0.03;0;0.05;0.4;-0.42;962;6313;0;1083;16;0.03;0;2547500;1148499;547;148;46.49;6.75;547500;148500;"547500_148500"
5216;2015-04-20;0;150;8930;1;1868;839;0.09;0.76;0;0.09;0;-0.02;2349;2897;0;0;5.4;0;0;2541500;1158499;541;158;46.58;6.68;541500;158500;"541500_158500"
5216;2015-05-17;0;180;8938;2;1868;839;0.09;0.76;0;0.09;0;-0.02;2349;2897;0;0;5.4;0;0;2541500;1158499;541;158;46.58;6.68;541500;158500;"541500_158500"
5216;2015-06-06;0;195;8942;3;1868;839;0.09;0.76;0;0.09;0;-0.02;2349;2897;0;0;5.4;0;0;2541500;1158499;541;158;46.58;6.68;541500;158500;"541500_158500"
5217;2013-05-27;0;120;2836;1;13759;819;0.58;0.15;0;0.03;0;0.04;2251;5898;0;0;4.7;0.02;0;2544500;1154499;544;154;46.54;6.72;544500;154500;"544500_154500"
5217;2013-06-17;0;120;2837;2;13759;819;0.58;0.15;0;0.03;0;0.04;2251;5898;0;0;4.7;0.02;0;2544500;1154499;544;154;46.54;6.72;544500;154500;"544500_154500"
5218;2014-04-20;0;135;6694;1;38646;822;0.28;0.09;0;0.37;0;0.2;678;6204;0;0;4.9;0.01;0;2547500;1158499;547;158;46.58;6.75;547500;158500;"547500_158500"
5218;2014-05-20;1;135;6695;2;38646;822;0.28;0.09;0;0.37;0;0.2;678;6204;0;0;4.9;0.01;0;2547500;1158499;547;158;46.58;6.75;547500;158500;"547500_158500"
5218;2014-06-12;1;135;6700;3;38646;822;0.28;0.09;0;0.37;0;0.2;678;6204;0;0;4.9;0.01;0;2547500;1158499;547;158;46.58;6.75;547500;158500;"547500_158500"
5219;2014-04-28;1;140;6691;1;5400;690;0.49;0.09;0;0.25;0.1;-0.14;1267;2130;0;1042;5.3;0.01;13882;2549500;1152499;549;152;46.52;6.78;549500;152500;"549500_152500"
5219;2014-05-22;1;120;6697;2;5400;690;0.49;0.09;0;0.25;0.1;-0.14;1267;2130;0;1042;5.3;0.01;13882;2549500;1152499;549;152;46.52;6.78;549500;152500;"549500_152500"
5219;2014-06-14;0;135;6699;3;5400;690;0.49;0.09;0;0.25;0.1;-0.14;1267;2130;0;1042;5.3;0.01;13882;2549500;1152499;549;152;46.52;6.78;549500;152500;"549500_152500"
5220;2016-04-20;0;325;10939;1;778;827;0;0.98;0;0.02;0;0.27;3194;1634;0;0;6.8;0;0;2543500;1162499;543;162;46.61;6.7;543500;162500;"543500_162500"
5220;2016-05-11;0;275;11339;2;778;827;0;0.98;0;0.02;0;0.27;3194;1634;0;0;6.8;0;0;2543500;1162499;543;162;46.61;6.7;543500;162500;"543500_162500"
5220;2016-06-01;0;295;12177;3;778;827;0;0.98;0;0.02;0;0.27;3194;1634;0;0;6.8;0;0;2543500;1162499;543;162;46.61;6.7;543500;162500;"543500_162500"
5221;2015-04-16;1;193;7623;1;5920;740;0.39;0.47;0;0.09;0;0.13;2325;3876;0;79;10.2;0.02;0;2544500;1167499;544;167;46.66;6.71;544500;167500;"544500_167500"
5221;2015-05-14;0;207;8232;2;5920;740;0.39;0.47;0;0.09;0;0.13;2325;3876;0;79;10.2;0.02;0;2544500;1167499;544;167;46.66;6.71;544500;167500;"544500_167500"
5221;2015-05-31;0;204;9203;3;5920;740;0.39;0.47;0;0.09;0;0.13;2325;3876;0;79;10.2;0.02;0;2544500;1167499;544;167;46.66;6.71;544500;167500;"544500_167500"
5222;2013-04-24;0;176;2478;1;19759;797;0.51;0.04;0;0.32;0;0.15;2070;5713;0;0;6.3;0.05;0;2546500;1161499;546;161;46.6;6.74;546500;161500;"546500_161500"
5222;2013-05-15;1;170;2479;2;19759;797;0.51;0.04;0;0.32;0;0.15;2070;5713;0;0;6.3;0.05;0;2546500;1161499;546;161;46.6;6.74;546500;161500;"546500_161500"
5222;2013-06-05;0;172;2480;3;19759;797;0.51;0.04;0;0.32;0;0.15;2070;5713;0;0;6.3;0.05;0;2546500;1161499;546;161;46.6;6.74;546500;161500;"546500_161500"
